date,price,market_cap,volume
2025-01-08 00:00:00,1.3134336664284622e-06,0.0,22616.04726028666
2025-01-09 00:00:00,1.3149714792912464e-06,0.0,22642.528130691942
2025-01-10 00:00:00,1.1907655273916438e-06,0.0,24468.15644608
2025-01-11 00:00:00,1.434524339321998e-06,0.0,24558.270761241318
2025-01-12 00:00:00,1.5672664320245394e-06,0.0,33181.08351879035
2025-01-13 00:00:00,1.444389202017073e-06,0.0,11843.244401276897
2025-01-14 00:00:00,1.2685613014477225e-06,0.0,67823.9632702641
2025-01-15 00:00:00,1.404003741850473e-06,0.0,40331.80177639474
2025-01-16 00:00:00,1.5582541183142543e-06,0.0,21602.293655080648
2025-01-17 00:00:00,1.752429409101416e-06,0.0,22891.876888732673
2025-01-18 00:00:00,2.0352832488136772e-06,0.0,62025.519252867016
2025-01-19 00:00:00,1.8712964764734053e-06,0.0,106424.99782983893
2025-01-20 00:00:00,1.368056826395339e-06,0.0,104226.49971728132
2025-01-21 00:00:00,1.6871558784622697e-06,0.0,26488.456313774903
2025-01-22 00:00:00,1.5194888595049125e-06,0.0,42431.15342036212
2025-01-23 00:00:00,1.4373946732993154e-06,0.0,19146.05568171389
2025-01-24 00:00:00,1.4939160211863851e-06,0.0,19426.35661112814
2025-01-25 00:00:00,1.5301411164546833e-06,0.0,8982.821897200663
2025-01-26 00:00:00,1.7871760095940629e-06,0.0,14489.915192791139
2025-01-27 00:00:00,1.6632781305012685e-06,0.0,20635.36508250219
2025-01-28 00:00:00,1.63607333123977e-06,1635984.2866119025,15073.39472522836
2025-01-29 00:00:00,1.6100984430792937e-06,1620182.8132519906,37308.40031908587
2025-01-30 00:00:00,1.572036676383678e-06,1572055.9057149806,26718.688109096325
2025-01-31 00:00:00,1.7204150130373715e-06,1720326.8797031038,20782.541487711696
2025-02-01 00:00:00,1.4479598427639934e-06,1447885.6667495659,28227.012427283036
2025-02-02 00:00:00,1.4797463058364462e-06,1479670.501466678,28704.91849255895
2025-02-03 00:00:00,1.166851316211339e-06,1165941.7047443464,16116.253921369926
2025-02-04 00:00:00,1.4241807060571651e-06,1424107.7481991642,37527.90985825639
2025-02-05 00:00:00,1.2051068528548009e-06,1205045.1177011973,9417.066337287406
2025-02-06 00:00:00,1.2500289341633016e-06,1249964.8977435632,5512.236823930928
2025-02-07 00:00:00,1.0108657809642757e-06,1010813.9963825911,20017.99001110989
2025-02-08 00:00:00,1.1334093867541697e-06,1133351.3245147748,26949.935955740817
2025-02-09 00:00:00,1.1932508106950805e-06,1193156.53049674,1765.9317971315631
2025-02-10 00:00:00,9.706280540000754e-07,958807.3993128123,42536.22640271001
2025-02-11 00:00:00,1.0995996973820888e-06,1099543.3671437704,18577.944822448586
2025-02-12 00:00:00,1.2606845653984268e-06,1260605.5710653104,14475.802079606206
2025-02-13 00:00:00,1.2660098082465171e-06,1265017.5421925471,34874.874560807315
2025-02-14 00:00:00,1.158873866954449e-06,1158673.3187425586,11564.527343035516
2025-02-15 00:00:00,1.0545306056830518e-06,1049575.9401734422,22926.12443265847
2025-02-16 00:00:00,1.0016889573869218e-06,1001632.9131039574,6414.429178840067
2025-02-17 00:00:00,1.6563015392381693e-06,1656744.0868878262,148908.17426374793
2025-02-18 00:00:00,1.5784284765012438e-06,1578298.3163741317,16462.08088464465
2025-02-19 00:00:00,1.5565859461599178e-06,1552251.03523565,12286.188431790175
2025-02-20 00:00:00,1.507001119178312e-06,1506791.0593918404,11498.67273347331
2025-02-21 00:00:00,1.6745858775616544e-06,1669838.2008195627,14562.032797780299
2025-02-22 00:00:00,1.791680157657077e-06,1790862.199785312,27427.474675199588
2025-02-23 00:00:00,2.0053006413278375e-06,1993895.3164421017,21408.468967451772
2025-02-24 00:00:00,2.2477954480946723e-06,2247650.997239953,41556.7943446314
2025-02-25 00:00:00,1.8799442532547023e-06,1879847.9475644934,34731.31225578559
2025-02-26 00:00:00,2.0292464183694677e-06,2040012.7946160154,47548.28498026982
2025-02-27 00:00:00,2.282767251464283e-06,2282296.360703993,90017.50281111785
2025-02-28 00:00:00,2.6688012428738096e-06,2664497.039669923,56279.014824614766
2025-03-01 00:00:00,2.4805808849054025e-06,2480453.809831859,27285.284011026914
2025-03-02 00:00:00,2.4802694880611897e-06,2464303.923030563,22947.465380554328
2025-03-03 00:00:00,2.861775643969069e-06,2783941.1133112144,58668.605145148904
2025-03-04 00:00:00,2.0807913117468548e-06,2074752.0692523192,49856.39114045204
2025-03-05 00:00:00,1.8251784467467289e-06,1825084.946596517,40445.14266549214
2025-03-06 00:00:00,2.114529828429538e-06,2114421.5054012137,24726.015252080793
2025-03-07 00:00:00,2.0124922503748873e-06,2012389.1545225093,15807.89669115623
2025-03-08 00:00:00,2.1700079118384864e-06,2185320.901193453,26774.753820703016
2025-03-09 00:00:00,2.055426201920614e-06,2053671.4617981345,12624.439156275528
2025-03-10 00:00:00,1.7702689939573726e-06,1769613.6371297368,18284.470548199013
2025-03-11 00:00:00,1.7195183189692534e-06,1719430.2315707847,25567.848857848116
2025-03-12 00:00:00,1.8119554490929441e-06,1811862.6263297957,39198.65664511556
2025-03-13 00:00:00,2.328786663472313e-06,2330748.003582243,83734.07486884635
2025-03-14 00:00:00,2.2697178697167703e-06,2269653.4151822818,52317.45454753323
2025-03-15 00:00:00,2.8205776319438073e-06,2820433.1395339067,36675.43132944701
2025-03-16 00:00:00,2.711199393985532e-06,2750532.3458905565,92841.43726994532
2025-03-17 00:00:00,2.509580910865414e-06,2508533.637237271,18776.486236621236
