date,price,market_cap,volume
2024-04-03 00:00:00,5.536815024158217,33551395.393952116,724962.9096392458
2024-04-04 00:00:00,5.41538410314278,32734759.2700793,562950.0624157399
2024-04-05 00:00:00,5.492156062932134,33335013.427382972,415852.5467481902
2024-04-06 00:00:00,5.410891850216818,32853323.70722619,422239.1588627766
2024-04-07 00:00:00,5.458597663706894,33225411.702484924,339808.9979115453
2024-04-08 00:00:00,5.59527806297249,33916462.03642168,554954.1403573144
2024-04-09 00:00:00,5.825445660665324,35405704.70818595,658762.9074018721
2024-04-10 00:00:00,5.782420682270345,35067258.553555466,1063847.6938764884
2024-04-11 00:00:00,5.9653280056406395,36183294.96497802,936055.6365341787
2024-04-12 00:00:00,5.731198525855125,34757640.847831875,1047628.6334434717
2024-04-13 00:00:00,5.128576704810374,31185270.886152692,964454.4657948547
2024-04-14 00:00:00,4.51682002578656,27494552.89444765,912245.2465530126
2024-04-15 00:00:00,4.691458422973262,28459898.35464961,658083.0091646023
2024-04-16 00:00:00,4.699557424818265,28486457.35139761,457294.39597978746
2024-04-17 00:00:00,4.551596907585241,27531498.320727814,427328.1575674454
2024-04-18 00:00:00,4.568010479269122,27796874.729447488,397735.05607555696
2024-04-19 00:00:00,4.619485409768915,28036816.51955758,342515.9054960147
2024-04-20 00:00:00,5.056265656887081,30620514.480795432,1119825.539589441
2024-04-21 00:00:00,4.895101539945979,29733367.262021042,922907.5892281007
2024-04-22 00:00:00,4.774750280082856,29086308.30264072,362488.0096897524
2024-04-23 00:00:00,4.942314349970346,29905865.282115478,459506.6195565331
2024-04-24 00:00:00,4.803156920438876,29153880.290982027,404390.0082686624
2024-04-25 00:00:00,4.6710963619487105,28033835.097265817,360076.98114826606
2024-04-26 00:00:00,4.62168617617753,28164438.581329975,221876.05756767388
2024-04-27 00:00:00,4.531734735159322,27430475.549263142,255162.19640487537
2024-04-28 00:00:00,4.383012185067249,26600202.331983957,476298.8821018679
2024-04-29 00:00:00,4.4717469038662685,27094940.565778702,473137.413152365
2024-04-30 00:00:00,4.406376955907581,26695960.88646679,414684.02588404506
2024-05-01 00:00:00,4.130684023873784,25153101.738262594,544637.8753993282
2024-05-02 00:00:00,4.158089929673473,25166486.109883964,449361.3590921245
2024-05-03 00:00:00,4.096111034783876,24845477.80096309,355478.6933395195
2024-05-04 00:00:00,4.20597042974453,25594994.53227867,223561.84502260355
2024-05-05 00:00:00,4.202355534175315,25459120.543363504,332513.4230634943
2024-05-06 00:00:00,5.0070970104088115,30221194.723471407,929813.7904957181
2024-05-07 00:00:00,4.375341286398725,26541166.688706417,1045229.8945352904
2024-05-08 00:00:00,4.367270949914336,26521496.783052932,406718.46170529356
2024-05-09 00:00:00,4.3425160458904095,26387341.481795747,329403.80921896384
2024-05-10 00:00:00,4.600651019465123,27890712.87790509,429177.6601553093
2024-05-11 00:00:00,4.518640314197192,27424093.29877335,433895.35303636204
2024-05-12 00:00:00,4.412368157677926,26784672.144951887,264382.4307524034
2024-05-13 00:00:00,4.373150858369276,26406137.216854468,238595.22115283564
2024-05-14 00:00:00,4.523027688667286,27601193.353486706,545071.102301668
2024-05-15 00:00:00,4.266935221836673,25892598.953224752,401637.73926320876
2024-05-16 00:00:00,4.296299488629038,26121832.239285495,213846.37352847742
2024-05-17 00:00:00,4.298360215590153,26047131.043466058,291385.002142166
2024-05-18 00:00:00,4.336501379059875,26281956.86792672,337727.0864357631
2024-05-19 00:00:00,4.339939796920765,26315232.962005697,297755.62053762766
2024-05-20 00:00:00,4.37835552020793,26504537.074960724,386250.19837680215
2024-05-21 00:00:00,4.496086156389012,27500997.027272332,362829.1201761604
2024-05-22 00:00:00,4.4614390826223485,27089300.894303072,395684.34269446216
2024-05-23 00:00:00,4.547612172289734,27592074.443500303,341087.9004128314
2024-05-24 00:00:00,4.4422508888823655,26937578.48664073,442486.5586791401
2024-05-25 00:00:00,4.3976987532249865,26722814.505786993,353975.0504682671
2024-05-26 00:00:00,4.364203039106197,26449048.21183092,267378.4973974341
2024-05-27 00:00:00,4.352396570272887,26466322.879344877,217475.64410968492
2024-05-28 00:00:00,4.441483300043022,26983089.472443506,404362.9500188187
2024-05-29 00:00:00,4.346202973400299,26344034.572913166,327236.23635034007
2024-05-30 00:00:00,4.330076277354849,26282227.332768414,274801.2285212586
2024-05-31 00:00:00,4.273707442700562,25950093.645230196,302868.87936326105
2024-06-01 00:00:00,4.245449161503628,25800273.116399553,245929.6678913963
2024-06-02 00:00:00,4.2504083135033435,25762163.354565833,358317.9974803983
2024-06-03 00:00:00,4.347164289496312,26381535.421377417,297116.0783152137
2024-06-04 00:00:00,4.244497401376384,25728028.73917966,365042.0072590643
2024-06-05 00:00:00,4.216554581302421,25671962.34854318,291981.9522387063
2024-06-06 00:00:00,4.214207073805722,25592245.442306075,367765.233400688
2024-06-07 00:00:00,4.236934811399823,25669960.926970195,351612.2809335526
2024-06-08 00:00:00,4.065758293438282,24606563.204193015,377252.287444685
2024-06-09 00:00:00,3.9253590696637013,23812446.918855105,397892.5137333683
2024-06-10 00:00:00,3.9870117685447015,24137758.48510418,497203.30316717876
2024-06-11 00:00:00,3.8058089480466784,23065902.12509413,425619.65753883723
2024-06-12 00:00:00,3.719296955881663,22563999.098066974,225785.4435135194
2024-06-13 00:00:00,3.7944876168342696,23041920.575509563,323973.3270146087
2024-06-14 00:00:00,3.665352344149058,22231900.283003397,286232.7534296105
2024-06-15 00:00:00,3.622271490105017,21979499.074682284,225833.73514758618
2024-06-16 00:00:00,3.6424670882678907,22158871.283885013,231595.5122100996
