date,price,market_cap,volume
2025-02-14 00:00:00,0.0031052329613509336,0.0,902765.2342965748
2025-02-15 00:00:00,0.0031052329613509336,0.0,902765.2342965748
2025-02-16 00:00:00,0.005848440288935227,0.0,423630.609566435
2025-02-17 00:00:00,0.004943928987255702,0.0,109783.823197623
2025-02-18 00:00:00,0.005514916596640317,5484404.808933498,241143.85172659822
2025-02-19 00:00:00,0.005521331447355445,5521331.447355445,352828.0817637547
2025-02-20 00:00:00,0.006257518222724793,6261130.614037024,283101.06046159856
2025-02-21 00:00:00,0.009032248211389437,9057155.770358065,1003898.3302570166
2025-02-22 00:00:00,0.0062011442381536405,6161274.199675055,636615.2110558479
2025-02-23 00:00:00,0.006675964880286763,6680657.046086567,474172.7858868513
2025-02-24 00:00:00,0.005385143877955081,5383380.801316688,289823.3401575447
2025-02-25 00:00:00,0.00312574776893108,3176172.613742952,483635.0797219234
2025-02-26 00:00:00,0.003040545209882792,3040035.554691751,337978.16451968864
2025-02-27 00:00:00,0.004018268880515555,4014942.170569693,448631.022334972
2025-02-28 00:00:00,0.0037770979825298215,3777097.982529821,192505.99276569442
2025-03-01 00:00:00,0.0037652237949846283,3765223.794984628,132531.02554712893
2025-03-02 00:00:00,0.004066023341200552,4066023.341200552,148851.42282178404
2025-03-03 00:00:00,0.004193210298032386,4184463.008247814,106434.4293432056
2025-03-04 00:00:00,0.0026472480003534634,2647018.700624262,255136.79639784398
2025-03-05 00:00:00,0.0018658058295606998,1866658.789590253,218956.5773128472
2025-03-06 00:00:00,0.0019022389331276328,1904151.929357357,72723.9667075884
2025-03-07 00:00:00,0.0017714003285548144,1771400.328554814,103346.73321912723
2025-03-08 00:00:00,0.0016461128198388836,1645949.999277984,77081.22624670998
2025-03-09 00:00:00,0.001655145408861897,1655674.030761894,35848.7249505828
2025-03-10 00:00:00,0.0013078205508872717,1306419.0657006,49353.08652845399
2025-03-11 00:00:00,0.0010940635120285588,1094063.512028558,44806.16187561637
2025-03-12 00:00:00,0.0014372966218994315,1436742.895322702,62126.59672913609
2025-03-13 00:00:00,0.001932355135912891,1930615.131095221,195704.68632310766
2025-03-14 00:00:00,0.0012266020892245059,1234813.600847152,107461.1607068105
2025-03-15 00:00:00,0.0013695046711797259,1373046.893347798,32954.10738074921
2025-03-16 00:00:00,0.0013541005893078183,1356850.877740383,11831.32795152817
2025-03-17 00:00:00,0.0013605740485603697,1360600.302926411,11690.568759283444
2025-03-18 00:00:00,0.001263180447790286,1262717.53051472,31696.497977335206
2025-03-19 00:00:00,0.000935969638067864,936102.5055876905,44905.36771709392
2025-03-20 00:00:00,0.0007424303553394891,744470.906344645,33628.11408195529
2025-03-21 00:00:00,0.0007075261099954549,707623.3772744671,32892.34498448788
2025-03-22 00:00:00,0.0011332803933729219,1133280.393372921,57523.41733746983
2025-03-23 00:00:00,0.0025731758555186577,2584016.8381481,206158.94820034757
2025-03-24 00:00:00,0.0022430991666452637,2244459.074856426,188275.33868553565
2025-03-25 00:00:00,0.0026279490382845076,2626649.545779714,240647.0574216858
2025-03-26 00:00:00,0.004088242473654857,4083948.627765705,636206.7942110456
2025-03-27 00:00:00,0.006301066799355689,6303559.339289692,1125312.068637668
2025-03-28 00:00:00,0.007187170725731083,7187951.083797658,994756.4535061428
2025-03-29 00:00:00,0.0075837733098598386,7626207.161717739,791048.1820032304
2025-03-30 00:00:00,0.004678086788737663,4678086.788737663,895550.4107870357
2025-03-31 00:00:00,0.003517268579954906,3520707.694002915,445844.5521394016
2025-04-01 00:00:00,0.0036143805725833453,3614380.572583345,337338.8581978868
2025-04-02 00:00:00,0.004096132663741451,4097891.028192838,572839.5861894974
2025-04-02 03:17:31,0.004318138717645795,4291062.313029258,524481.4169867659
